,correlation,pvalue
KOG4436@euNOG_KOG0281@euNOG_MEME-10,0.6584243796390671,3.007621579354326e-18
0IWIY@euNOG_0IWFF@euNOG_MEME-2,0.6572311106330365,2.1666426949416552e-07
KOG0275@euNOG_KOG2498@euNOG_MEME-8,0.6571472184707031,2.072708860818644e-18
KOG0211@euNOG_KOG2085@euNOG_MEME-7,0.6564571277632173,4.354456745281674e-21
KOG3302@euNOG_KOG3901@euNOG_MEME-8,0.6561265700706029,1.970271469225908e-21
KOG4471@euNOG_KOG2715@euNOG_MEME-2,0.655669512853208,6.314655247946927e-19
KOG2391@euNOG_KOG0665@euNOG_MEME-7,0.655273314642918,5.2345082430260517e-20
KOG0295@euNOG_0IQSC@euNOG_MEME-4,0.6551403856802678,8.61258221406941e-17
KOG2307@euNOG_KOG2033@euNOG_MEME-9,0.6548512134781619,1.1926581033241095e-16
KOG2701@euNOG_0IZVK@euNOG_MEME-10,0.6530359903150426,2.1084568049758353e-09
KOG1670@euNOG_0J2Z0@euNOG_MEME-6,0.6527284190999878,2.6431109107993127e-20
KOG1362@euNOG_KOG3882@euNOG_MEME-7,0.652580352315074,1.4617601670856514e-19
KOG1273@euNOG_0IF2R@euNOG_MEME-6,0.6522758704368878,3.9936839668455785e-16
KOG1531@euNOG_KOG1758@euNOG_MEME-7,0.6520109589452052,3.968931428057822e-20
KOG0208@euNOG_KOG4194@euNOG_MEME-10,0.6518386853578995,3.3965670009380176e-17
KOG1311@euNOG_KOG3646@euNOG_MEME-4,0.6507113323525326,3.0761787154761983e-21
KOG2577@euNOG_0J8PK@euNOG_MEME-9,0.6503667355444998,2.7696299967671956e-15
KOG1554@euNOG_KOG1497@euNOG_MEME-7,0.6502105565333609,5.882893346132175e-21
KOG0812@euNOG_KOG3202@euNOG_MEME-7,0.649938951755159,5.695781157327244e-20
KOG0991@euNOG_KOG1969@euNOG_MEME-10,0.6495878965101454,3.78707797820796e-21
KOG1190@euNOG_KOG1588@euNOG_MEME-9,0.6495431168709102,1.5223197999450205e-13
KOG2314@euNOG_KOG0122@euNOG_MEME-1,0.6494203641391044,6.7959252565705e-21
KOG1937@euNOG_0IWFF@euNOG_MEME-6,0.6492307692307688,2.2446073077472106e-10
KOG3833@euNOG_KOG0349@euNOG_MEME-5,0.648971276343975,1.0079044327941393e-14
KOG2260@euNOG_KOG0199@euNOG_MEME-1,0.64888568452305,3.779397724106151e-13
KOG1073@euNOG_KOG1456@euNOG_MEME-6,0.6481904861739682,9.225014397836438e-19
KOG0169@euNOG_KOG0149@euNOG_MEME-9,0.6475732888866033,7.004097120870776e-18
KOG1614@euNOG_KOG4835@euNOG_MEME-6,0.6474615773801534,3.832085247085183e-20
KOG0841@euNOG_KOG1044@euNOG_MEME-9,0.64701963368062,4.615536642326561e-21
KOG1897@euNOG_0IRVA@euNOG_MEME-1,0.6469205775512757,9.592248777424256e-20
KOG3958@euNOG_0IQSC@euNOG_MEME-8,0.6467832351915788,2.757747821959299e-10
KOG3015@euNOG_0IP55@euNOG_MEME-9,0.6466126677556693,1.5668522250399525e-18
KOG2271@euNOG_KOG4714@euNOG_MEME-9,0.6458974944506196,9.088302793801149e-13
0IKFK@euNOG_0IWFF@euNOG_MEME-6,0.6455139295664504,3.148225271621992e-07
KOG4521@euNOG_KOG2271@euNOG_MEME-9,0.6454674380473686,9.366607402022674e-20
KOG1523@euNOG_KOG3380@euNOG_MEME-9,0.645383125686467,8.712907263100323e-17
KOG2292@euNOG_KOG2603@euNOG_MEME-4,0.6453308904288924,1.8701168527615737e-20
KOG1190@euNOG_KOG0115@euNOG_MEME-10,0.6452317515109549,2.4771314575092704e-13
KOG0147@euNOG_KOG3646@euNOG_MEME-6,0.6449892264039297,3.502407894815592e-18
KOG2515@euNOG_KOG3646@euNOG_MEME-7,0.6445033866354895,1.7045150437844445e-16
KOG2270@euNOG_KOG1883@euNOG_MEME-10,0.6420436432932572,3.350240270459529e-20
KOG1864@euNOG_KOG0308@euNOG_MEME-4,0.641990545054575,2.4970180772154626e-18
KOG2292@euNOG_KOG2754@euNOG_MEME-7,0.6418819366245987,3.447088062884999e-20
KOG2577@euNOG_KOG1010@euNOG_MEME-7,0.6416940151893067,8.39748693386266e-15
KOG1867@euNOG_KOG3038@euNOG_MEME-8,0.6411846989008092,7.425475240371865e-19
KOG3833@euNOG_KOG0349@euNOG_MEME-6,0.6408146195158213,2.747407809429155e-14
KOG2381@euNOG_KOG3882@euNOG_MEME-10,0.640790156704263,5.1591484271068126e-18
KOG2076@euNOG_0IG5U@euNOG_MEME-9,0.6403147623697704,1.9078152742334906e-18
KOG3148@euNOG_KOG3892@euNOG_MEME-6,0.6399231216640022,9.983899776682855e-13
KOG2220@euNOG_KOG1656@euNOG_MEME-6,0.6398026315789471,3.529219333108622e-18
KOG1690@euNOG_KOG3646@euNOG_MEME-3,0.6394788413968098,2.2325916845347124e-15
0KD48@euNOG_0IFJF@euNOG_MEME-10,0.6386318578324133,7.93889457830391e-20
KOG2479@euNOG_KOG0122@euNOG_MEME-6,0.6382009458520215,1.8919522084536375e-19
KOG2825@euNOG_KOG4248@euNOG_MEME-10,0.6376966156118762,1.215056991809462e-19
KOG1597@euNOG_KOG2393@euNOG_MEME-10,0.6376725895423402,3.138548225582578e-17
KOG1795@euNOG_KOG2441@euNOG_MEME-10,0.6375268117134966,3.3439469029819004e-20
KOG1831@euNOG_KOG0281@euNOG_MEME-10,0.6374157465849666,3.410168382188139e-20
0IRVA@euNOG_KOG0656@euNOG_MEME-7,0.6366740655030678,4.429237310378533e-11
KOG2351@euNOG_KOG4780@euNOG_MEME-3,0.636662473638195,1.2076457159935595e-14
KOG3763@euNOG_KOG0112@euNOG_MEME-10,0.6364591594040857,2.657012663630425e-11
KOG2659@euNOG_KOG1293@euNOG_MEME-7,0.6363950838223095,2.3953149657475746e-16
KOG3763@euNOG_KOG0112@euNOG_MEME-9,0.6341899819629863,3.2821131035643784e-11
KOG0836@euNOG_0IQSC@euNOG_MEME-9,0.6340973282317577,2.05352688663688e-15
KOG0679@euNOG_KOG2570@euNOG_MEME-10,0.6339348816454362,1.0562628797128405e-19
KOG1534@euNOG_KOG4780@euNOG_MEME-8,0.6323137460717527,2.3388797491301426e-19
KOG1864@euNOG_KOG2394@euNOG_MEME-2,0.6317282900918584,1.235578443117165e-17
KOG0396@euNOG_KOG2437@euNOG_MEME-9,0.630581856409997,1.9222047857355083e-16
KOG0131@euNOG_KOG0665@euNOG_MEME-5,0.6301438165906976,2.0197157923773843e-19
KOG1079@euNOG_KOG2350@euNOG_MEME-9,0.6297706599753062,1.7040434291013977e-13
KOG2381@euNOG_KOG3882@euNOG_MEME-3,0.6295182343145578,2.885312431730936e-17
KOG2386@euNOG_KOG2724@euNOG_MEME-9,0.6291393062045206,1.8228863846747327e-15
KOG2011@euNOG_0IR3P@euNOG_MEME-9,0.6290983276741027,3.0612749460840394e-16
KOG1531@euNOG_KOG3126@euNOG_MEME-7,0.6287829432447826,1.9510589725473258e-18
KOG1467@euNOG_KOG1462@euNOG_MEME-3,0.6287773635502567,4.193924363889522e-18
KOG3423@euNOG_KOG2612@euNOG_MEME-3,0.6275062254689191,1.324798354452695e-13
KOG4628@euNOG_KOG3733@euNOG_MEME-4,0.6274962778874162,1.0760736163412265e-16
KOG2993@euNOG_KOG4049@euNOG_MEME-10,0.6267652632048747,8.857619621940985e-15
KOG0120@euNOG_KOG1588@euNOG_MEME-5,0.6261700999875519,3.8122658571667804e-18
KOG3679@euNOG_0IGWZ@euNOG_MEME-10,0.6260794879688459,1.1456374552076544e-10
KOG1672@euNOG_KOG3773@euNOG_MEME-10,0.6256944444444447,4.109766105932836e-18
KOG0714@euNOG_KOG3646@euNOG_MEME-7,0.6256067721716464,1.0596983978606454e-15
KOG0549@euNOG_KOG3538@euNOG_MEME-7,0.6254017837577621,3.9797074924241496e-16
KOG2037@euNOG_0IP8G@euNOG_MEME-10,0.6244992098144968,9.165839142474904e-15
KOG0687@euNOG_KOG1883@euNOG_MEME-7,0.624309703105713,1.9806643261720659e-19
KOG1864@euNOG_KOG0308@euNOG_MEME-10,0.62413956335079,3.881288797329759e-17
KOG2202@euNOG_KOG4562@euNOG_MEME-10,0.6239723195655819,1.2041389698721618e-18
KOG1446@euNOG_0IQ0J@euNOG_MEME-3,0.6237343238042662,1.1828384076657724e-17
KOG2176@euNOG_KOG2148@euNOG_MEME-5,0.6237294778495415,6.122951818002188e-15
KOG3291@euNOG_KOG0832@euNOG_MEME-6,0.6237055560836822,7.636846292833263e-19
KOG1662@euNOG_KOG3366@euNOG_MEME-8,0.6235294117647057,5.15996544810345e-16
KOG3313@euNOG_KOG4227@euNOG_MEME-7,0.6229718635410286,2.330192961924702e-18
KOG2469@euNOG_0IF9J@euNOG_MEME-8,0.622589965596228,3.6297168785942668e-12
KOG1856@euNOG_0IN7T@euNOG_MEME-8,0.6225104736379803,4.122386454470808e-18
KOG2386@euNOG_KOG2724@euNOG_MEME-6,0.6223492297650507,4.440513562011423e-15
KOG1343@euNOG_KOG0067@euNOG_MEME-1,0.6222538587058352,9.03555891889206e-18
0IWIY@euNOG_0IZVK@euNOG_MEME-7,0.6210344279375828,1.4943039740896608e-06
KOG3745@euNOG_KOG1141@euNOG_MEME-8,0.6209852053658631,6.298759757310142e-14
KOG3126@euNOG_KOG1854@euNOG_MEME-5,0.6206423977901135,2.439229175607004e-14
KOG1534@euNOG_KOG4780@euNOG_MEME-7,0.6206048174463059,1.624307693836556e-18
KOG0211@euNOG_KOG2085@euNOG_MEME-10,0.6187519919415926,2.7975638591538623e-18
KOG2636@euNOG_KOG0124@euNOG_MEME-9,0.6186812246062189,1.7356986444588697e-18
KOG2959@euNOG_0IP55@euNOG_MEME-5,0.618304647915549,1.0739241011780215e-10
KOG3202@euNOG_KOG3882@euNOG_MEME-9,0.6179890054907382,3.052519343059526e-13
KOG3432@euNOG_KOG1456@euNOG_MEME-4,0.6178288907345619,1.397828690181377e-17
KOG2281@euNOG_KOG1044@euNOG_MEME-4,0.6177646948040783,1.849906002831722e-15
KOG0174@euNOG_KOG3112@euNOG_MEME-7,0.6177110324309273,1.2480860143744898e-18
KOG0809@euNOG_KOG0860@euNOG_MEME-7,0.6174847233162192,3.424738254236694e-18
KOG3886@euNOG_KOG3587@euNOG_MEME-9,0.6173785127015258,3.1707285270015705e-15
KOG2370@euNOG_KOG4397@euNOG_MEME-5,0.6171068727337012,1.561385889104151e-17
KOG0412@euNOG_KOG2211@euNOG_MEME-8,0.6170191753038479,6.795186308007193e-17
KOG0861@euNOG_KOG3646@euNOG_MEME-5,0.616794492353428,6.207620670085669e-18
KOG1856@euNOG_0IN7T@euNOG_MEME-4,0.6163998501279276,1.0717743203258326e-17
KOG3126@euNOG_KOG1854@euNOG_MEME-9,0.6158990890066276,4.343753862494279e-14
KOG3999@euNOG_KOG2810@euNOG_MEME-5,0.6158813420269071,3.415720796540674e-14
KOG1950@euNOG_KOG3742@euNOG_MEME-10,0.6153036979604946,2.014784950036304e-15
KOG2473@euNOG_0IG5U@euNOG_MEME-3,0.6141909869371964,6.78711654857282e-14
KOG2069@euNOG_KOG2033@euNOG_MEME-6,0.6138901538940221,6.35498212406443e-15
KOG2023@euNOG_KOG3763@euNOG_MEME-6,0.6130036056005732,1.8065762048953002e-17
KOG2564@euNOG_KOG3175@euNOG_MEME-9,0.6123491181915695,1.703938563076289e-16
KOG1105@euNOG_KOG0156@euNOG_MEME-8,0.611863682612076,2.7263354230664448e-17
KOG0836@euNOG_KOG4348@euNOG_MEME-1,0.6097828920826306,4.433741977404047e-14
KOG0549@euNOG_KOG3538@euNOG_MEME-6,0.6097485690670497,3.3117502155073336e-15
KOG3230@euNOG_KOG1656@euNOG_MEME-5,0.6094133908555669,4.988826589228658e-17
KOG2176@euNOG_KOG2148@euNOG_MEME-6,0.6086076459818753,4.038432819525999e-14
KOG2549@euNOG_KOG3423@euNOG_MEME-9,0.6085375035720262,1.919335673144566e-15
KOG2386@euNOG_KOG2724@euNOG_MEME-5,0.6082020716855865,2.6522652703694844e-14
KOG1586@euNOG_KOG0811@euNOG_MEME-7,0.6080704284017091,7.417768537711526e-18
KOG2684@euNOG_KOG3577@euNOG_MEME-8,0.6077652999029834,6.604861934818796e-16
KOG2164@euNOG_KOG2962@euNOG_MEME-8,0.6076665948468869,6.695719326840236e-16
KOG2594@euNOG_0IRY7@euNOG_MEME-5,0.6072306785645522,6.850181249759613e-11
KOG3401@euNOG_KOG4795@euNOG_MEME-4,0.6071428571428572,1.0828385089080407e-17
KOG0812@euNOG_KOG0946@euNOG_MEME-6,0.6063755257344438,6.20199587607972e-17
KOG2086@euNOG_0IN7T@euNOG_MEME-5,0.6062832418617757,2.4832255534248886e-17
KOG3302@euNOG_KOG0871@euNOG_MEME-6,0.6062180495221072,9.9107533885329e-18
KOG0812@euNOG_KOG4248@euNOG_MEME-7,0.6058245188708807,6.729608762168917e-17
KOG0425@euNOG_KOG0281@euNOG_MEME-10,0.6049745248659838,9.613841922816572e-17
KOG3075@euNOG_KOG3676@euNOG_MEME-10,0.6046228222239763,8.144605802559722e-15
KOG1010@euNOG_KOG0067@euNOG_MEME-7,0.604563541758343,4.34170247536703e-11
KOG0147@euNOG_KOG0977@euNOG_MEME-8,0.6044901272250072,1.3058691221612787e-15
KOG2682@euNOG_KOG3877@euNOG_MEME-8,0.6041450296855224,3.485426381521235e-13
KOG1329@euNOG_KOG2715@euNOG_MEME-10,0.603234425298818,6.123936138750366e-14
KOG4598@euNOG_0IYKG@euNOG_MEME-8,0.6026123152842747,8.471949500464715e-16
KOG2479@euNOG_KOG0122@euNOG_MEME-7,0.6025350162174228,5.4992274880558014e-17
KOG0678@euNOG_KOG3155@euNOG_MEME-10,0.6024687086874364,1.7170770710535863e-15
KOG4628@euNOG_KOG3882@euNOG_MEME-5,0.6023598705797653,3.462081527862607e-15
KOG2381@euNOG_KOG3882@euNOG_MEME-2,0.6012517467120332,1.6108206497228218e-15
KOG2330@euNOG_KOG0155@euNOG_MEME-8,0.6009706000679076,4.4062194443425906e-17
KOG1407@euNOG_KOG2216@euNOG_MEME-7,0.6003864690247862,4.488795392689779e-15
KOG3394@euNOG_KOG4127@euNOG_MEME-5,0.6000162936006075,3.628143505277759e-14
KOG0549@euNOG_KOG3867@euNOG_MEME-6,0.5999999999999999,1.1694433836895257e-14
KOG2512@euNOG_KOG0074@euNOG_MEME-2,0.5996452852187752,1.0150222039819772e-15
KOG0264@euNOG_KOG0977@euNOG_MEME-1,0.5995817667782065,1.7545456173155104e-17
KOG0521@euNOG_KOG4348@euNOG_MEME-10,0.5994195848040963,3.6334490737823606e-12
KOG0704@euNOG_KOG4296@euNOG_MEME-10,0.599154663480209,2.2375916914872266e-16
KOG0836@euNOG_KOG4348@euNOG_MEME-7,0.5987087298949463,1.6499195834961937e-13
KOG2111@euNOG_KOG3780@euNOG_MEME-10,0.5984494675345293,7.624529384041654e-16
KOG3291@euNOG_KOG0832@euNOG_MEME-7,0.5983821726035928,4.140281878150466e-17
