,correlation,pvalue
KOG0505@euNOG_KOG1701@euNOG_MEME-13,0.6483451536643026,1.5680305743734623e-15
KOG1654@euNOG_KOG3882@euNOG_MEME-8,0.6465094737711881,2.340744709023606e-19
KOG1654@euNOG_KOG3882@euNOG_MEME-9,0.6465094737711881,2.340744709023606e-19
KOG4369@euNOG_KOG3577@euNOG_MEME-15,0.6443219385653528,5.544859509941132e-12
KOG1690@euNOG_KOG4651@euNOG_MEME-6,0.6409974106785106,1.8278996566247825e-15
KOG4204@euNOG_KOG3001@euNOG_MEME-2,0.6392307714666841,2.268259809799978e-18
KOG2166@euNOG_KOG0281@euNOG_MEME-14,0.6390908230926321,5.6222955334926e-20
KOG1724@euNOG_KOG0281@euNOG_MEME-10,0.6387859035160555,1.0078167273658475e-19
KOG4521@euNOG_KOG2271@euNOG_MEME-14,0.6387468457023777,2.931607544497373e-19
KOG4203@euNOG_KOG3589@euNOG_MEME-11,0.6379989059091614,2.55054427597602e-19
KOG2056@euNOG_KOG3780@euNOG_MEME-14,0.6376576576576578,2.2358970452734485e-18
KOG2381@euNOG_KOG3882@euNOG_MEME-7,0.6356052445000346,1.1489334563787458e-17
KOG3148@euNOG_KOG3892@euNOG_MEME-3,0.6345223367427084,1.7656688425520488e-12
KOG2291@euNOG_KOG2447@euNOG_MEME-13,0.6342842385406888,1.909678520972285e-16
KOG2151@euNOG_KOG1565@euNOG_MEME-11,0.6342240482425556,6.4888457278124405e-18
KOG2202@euNOG_KOG4562@euNOG_MEME-15,0.6335827972010621,2.4457163065614715e-19
KOG1937@euNOG_0IZVK@euNOG_MEME-9,0.6334012171265617,8.232392964479047e-10
KOG3000@euNOG_0IQSC@euNOG_MEME-15,0.6331868481984485,4.391718938155399e-19
KOG3291@euNOG_KOG0832@euNOG_MEME-12,0.6313453403451318,2.129263070045964e-19
KOG1690@euNOG_KOG3646@euNOG_MEME-6,0.6309788066247217,6.701633561398376e-15
KOG0836@euNOG_KOG4348@euNOG_MEME-11,0.6295115802917073,3.742237240778768e-15
KOG4521@euNOG_KOG2271@euNOG_MEME-15,0.6288666400985241,1.4919487318971549e-18
KOG1950@euNOG_0IN7T@euNOG_MEME-12,0.6274125861577656,3.873381611685471e-16
KOG1937@euNOG_0II5T@euNOG_MEME-15,0.6265339598676063,1.4141532714124243e-09
KOG1079@euNOG_KOG2350@euNOG_MEME-13,0.6264149682315973,2.4944210964136675e-13
KOG0714@euNOG_KOG3646@euNOG_MEME-15,0.6256067721716464,1.0596983978606454e-15
KOG0617@euNOG_KOG2272@euNOG_MEME-9,0.6239252090129281,1.209192995346363e-13
KOG0617@euNOG_KOG2272@euNOG_MEME-4,0.6239252090129281,1.209192995346363e-13
KOG3302@euNOG_KOG3901@euNOG_MEME-5,0.6237533694329659,5.904215713819098e-19
KOG4203@euNOG_KOG2284@euNOG_MEME-11,0.6234621376195302,2.763466462483918e-18
KOG4521@euNOG_KOG4714@euNOG_MEME-12,0.6228948629803811,3.879192301299857e-18
KOG3833@euNOG_KOG0349@euNOG_MEME-2,0.622514400922809,2.3446045912769623e-13
KOG1999@euNOG_KOG0834@euNOG_MEME-5,0.6221224099987341,1.269325898060734e-18
KOG0549@euNOG_KOG3538@euNOG_MEME-7,0.6211695809935067,7.140580374996264e-16
KOG4203@euNOG_KOG4228@euNOG_MEME-11,0.6210768682923395,4.037566455903334e-18
KOG1554@euNOG_KOG1497@euNOG_MEME-6,0.6179586017077174,1.5291384800352065e-18
KOG3745@euNOG_KOG2148@euNOG_MEME-10,0.6164425669367223,1.075791920180741e-13
KOG1937@euNOG_0II5T@euNOG_MEME-9,0.6157049689655286,3.2326834777575066e-09
KOG0836@euNOG_0IQSC@euNOG_MEME-11,0.615470676182256,2.212728373847522e-14
KOG0145@euNOG_KOG0696@euNOG_MEME-12,0.6151800435170386,4.1936020352623375e-11
KOG4369@euNOG_KOG3577@euNOG_MEME-11,0.6146752236006894,9.097659362687969e-11
KOG0155@euNOG_KOG0115@euNOG_MEME-8,0.6138192437818616,3.734589042070252e-11
KOG3204@euNOG_KOG3421@euNOG_MEME-4,0.6130274313429598,4.2966576908422305e-18
0IKFK@euNOG_0IWFF@euNOG_MEME-4,0.6120309957831638,1.8229873310113507e-06
0IKFK@euNOG_0IHDB@euNOG_MEME-4,0.6120309957831638,1.8229873310113507e-06
KOG0381@euNOG_0IN7T@euNOG_MEME-14,0.6119483319318645,1.4268704004466308e-13
KOG1875@euNOG_KOG3600@euNOG_MEME-5,0.6109491113464712,2.194934936746465e-12
KOG0201@euNOG_KOG1852@euNOG_MEME-12,0.6090650476904264,4.359061931889405e-16
KOG2568@euNOG_KOG3882@euNOG_MEME-13,0.6090427316971404,1.8890822348166003e-14
KOG1672@euNOG_KOG3773@euNOG_MEME-9,0.6088975060217489,5.3868917162596485e-17
dsn1_csm1_MEME-5,0.6088276496021316,8.65775761716959e-09
KOG4270@euNOG_KOG4348@euNOG_MEME-8,0.6086891570291381,1.4514660126715323e-11
KOG1477@euNOG_0IN7T@euNOG_MEME-15,0.6086743803394706,9.313510318225563e-16
KOG2260@euNOG_KOG0199@euNOG_MEME-3,0.6084046019137624,2.392562209756081e-11
KOG0714@euNOG_KOG3646@euNOG_MEME-14,0.6078455717477635,1.0851458017669448e-14
KOG0714@euNOG_KOG3646@euNOG_MEME-8,0.6078455717477633,1.0851458017669759e-14
KOG2035@euNOG_KOG0798@euNOG_MEME-15,0.6078236229723433,4.83265837542743e-18
KOG1010@euNOG_KOG0067@euNOG_MEME-14,0.6072277888517538,3.3845989727454254e-11
KOG0590@euNOG_KOG3646@euNOG_MEME-14,0.6072267120568653,3.924207442297848e-13
KOG0505@euNOG_KOG1701@euNOG_MEME-11,0.6055037924725761,2.9886611592176336e-13
KOG3291@euNOG_KOG0832@euNOG_MEME-11,0.6049964289885816,1.5098335820423904e-17
KOG0796@euNOG_KOG1995@euNOG_MEME-9,0.6046392273802152,8.062858013579098e-16
KOG0362@euNOG_KOG1354@euNOG_MEME-15,0.6034427200751691,1.9175765946444305e-17
KOG2260@euNOG_KOG0199@euNOG_MEME-10,0.6032493468177902,3.892547479269707e-11
KOG0679@euNOG_KOG3001@euNOG_MEME-9,0.60307459968086,1.6135369206825514e-17
KOG0809@euNOG_KOG0860@euNOG_MEME-11,0.6028017041429888,3.343511923139629e-17
KOG2164@euNOG_KOG2962@euNOG_MEME-15,0.6027758611572533,1.3099012707326721e-15
KOG1864@euNOG_KOG0308@euNOG_MEME-14,0.6026910891297097,8.380433447970615e-16
KOG0697@euNOG_KOG4651@euNOG_MEME-14,0.6017806225656269,1.1708609345369168e-14
KOG1554@euNOG_KOG1497@euNOG_MEME-8,0.6016607073739757,2.0055321839771466e-17
KOG0940@euNOG_KOG1419@euNOG_MEME-8,0.6012710007324853,1.313443867126219e-16
KOG4203@euNOG_KOG0197@euNOG_MEME-11,0.6009725154415427,8.708100020444883e-17
KOG0381@euNOG_0IN7T@euNOG_MEME-13,0.6000080207877434,5.541697862580998e-13
KOG2202@euNOG_KOG4562@euNOG_MEME-14,0.5983668504222952,6.504185039146845e-17
KOG0616@euNOG_KOG4049@euNOG_MEME-15,0.5976977668583403,3.4501485516919964e-16
KOG2260@euNOG_KOG0199@euNOG_MEME-8,0.5972372212530611,6.792198856288585e-11
KOG0034@euNOG_KOG1966@euNOG_MEME-11,0.5971107048765646,1.9170302995772022e-16
KOG1864@euNOG_KOG0308@euNOG_MEME-4,0.5967647475107142,1.8816434708752768e-15
KOG3174@euNOG_KOG4348@euNOG_MEME-14,0.5967189184019076,5.422156357466122e-14
KOG1875@euNOG_KOG1883@euNOG_MEME-5,0.5953162594725626,1.0826428081449789e-11
KOG4521@euNOG_KOG4714@euNOG_MEME-10,0.5943566303441015,2.848847020636062e-16
KOG1554@euNOG_KOG1497@euNOG_MEME-12,0.5938693823810909,6.52283500365168e-17
KOG1644@euNOG_KOG2441@euNOG_MEME-1,0.5923008385699101,1.2769435057509182e-16
KOG3833@euNOG_KOG0349@euNOG_MEME-14,0.5909041623629896,6.959606802329701e-12
KOG0425@euNOG_KOG0281@euNOG_MEME-10,0.5908307788196974,7.274083311268808e-16
KOG1875@euNOG_KOG1883@euNOG_MEME-8,0.5903284826052829,1.7694742861537052e-11
KOG2272@euNOG_KOG1226@euNOG_MEME-5,0.5897678246195885,1.881548256103358e-07
KOG3745@euNOG_KOG2148@euNOG_MEME-9,0.5892845353617877,2.222596822263497e-12
KOG4270@euNOG_KOG4348@euNOG_MEME-14,0.5882178476744964,9.926424780644596e-11
KOG2577@euNOG_0J8PK@euNOG_MEME-10,0.5879871628007802,3.9313022885479996e-12
KOG2314@euNOG_KOG0122@euNOG_MEME-10,0.5877515127830449,1.61081993892094e-16
KOG2164@euNOG_KOG2962@euNOG_MEME-14,0.5875623800178144,9.834579304024741e-15
KOG2202@euNOG_KOG4562@euNOG_MEME-13,0.5873410009121023,3.2560085569530146e-16
KOG1407@euNOG_KOG2216@euNOG_MEME-9,0.5866579512347293,2.605035309258152e-14
KOG2829@euNOG_0IRVA@euNOG_MEME-10,0.5861646940260347,4.74955354720292e-12
KOG2056@euNOG_KOG3780@euNOG_MEME-9,0.5853800150211977,4.4851413986558606e-15
KOG2417@euNOG_KOG3882@euNOG_MEME-15,0.5853284776181609,6.104167428050214e-13
KOG3886@euNOG_KOG4107@euNOG_MEME-10,0.5852689742807964,1.706831055706617e-13
KOG0697@euNOG_KOG4651@euNOG_MEME-15,0.5852411421066566,9.029042617885569e-14
KOG4203@euNOG_KOG2177@euNOG_MEME-11,0.5831608885204971,1.1112690605218112e-15
KOG0050@euNOG_KOG2543@euNOG_MEME-11,0.5825266297426331,4.238351731572237e-16
KOG1915@euNOG_KOG0316@euNOG_MEME-10,0.5806467838653503,8.4061772654089e-16
KOG0794@euNOG_KOG1883@euNOG_MEME-10,0.5800413140214544,3.850797620286316e-11
KOG4521@euNOG_KOG4714@euNOG_MEME-15,0.578910857079664,2.4538088133428515e-15
KOG0858@euNOG_KOG3394@euNOG_MEME-10,0.5786646105150379,3.939792709043589e-16
KOG0549@euNOG_0IDXR@euNOG_MEME-6,0.5776941689138702,1.7958190100988361e-13
KOG0147@euNOG_KOG4651@euNOG_MEME-15,0.5772346826855406,4.477353848316198e-14
KOG3196@euNOG_KOG3456@euNOG_MEME-10,0.5768093065754526,7.121254279730512e-14
KOG2993@euNOG_KOG4049@euNOG_MEME-13,0.5766957005904267,2.9384294160970245e-12
KOG0773@euNOG_KOG0774@euNOG_MEME-5,0.5762453062563605,1.0600303124533046e-11
KOG1726@euNOG_KOG1306@euNOG_MEME-5,0.5756737765195935,2.555090227809333e-11
KOG4436@euNOG_KOG0281@euNOG_MEME-11,0.5754290181140111,2.342869168342637e-13
KOG0812@euNOG_KOG0946@euNOG_MEME-5,0.5752319237262861,4.943335030416269e-15
KOG4203@euNOG_0IRVA@euNOG_MEME-11,0.5751812255847194,3.3093600692723395e-15
KOG0960@euNOG_KOG3440@euNOG_MEME-14,0.5745544666059677,1.956042614606931e-15
KOG0131@euNOG_0IP55@euNOG_MEME-8,0.5741314261687259,1.1273663025770268e-15
KOG0617@euNOG_KOG2272@euNOG_MEME-6,0.5737431108997024,2.512400900263486e-11
KOG0145@euNOG_KOG0696@euNOG_MEME-6,0.5734446084410533,1.532626220287864e-09
KOG3302@euNOG_0J8PK@euNOG_MEME-11,0.5732657359633944,1.2719211976312922e-15
0IFAP@euNOG_0IGHW@euNOG_MEME-9,0.5720345889832306,4.263173126013802e-07
KOG1105@euNOG_KOG3046@euNOG_MEME-10,0.5720071051348108,7.578186582159058e-15
KOG1446@euNOG_0IQ0J@euNOG_MEME-13,0.5719715543433217,1.7035500871190227e-14
KOG1654@euNOG_KOG3443@euNOG_MEME-9,0.5715185633171337,1.4767244344823257e-14
KOG1654@euNOG_KOG3443@euNOG_MEME-8,0.5715185633171337,1.4767244344823257e-14
KOG2239@euNOG_0IRY7@euNOG_MEME-12,0.570932364337544,1.3033075707328992e-14
KOG0505@euNOG_KOG1701@euNOG_MEME-12,0.5705322331766057,1.2547433961346451e-11
KOG3636@euNOG_KOG3922@euNOG_MEME-9,0.5701287632984066,1.5059160729331003e-08
KOG0227@euNOG_KOG1548@euNOG_MEME-5,0.5700023660827821,2.4391040552895398e-15
KOG3887@euNOG_KOG4107@euNOG_MEME-14,0.5699553869345895,1.4676048780521185e-12
KOG2261@euNOG_KOG2294@euNOG_MEME-2,0.5698032068472778,3.010445548043967e-11
KOG2151@euNOG_KOG1565@euNOG_MEME-14,0.5685926138056346,5.801784272733509e-14
KOG3528@euNOG_KOG0609@euNOG_MEME-8,0.5684156826775452,5.981385798946093e-06
KOG1474@euNOG_KOG1130@euNOG_MEME-11,0.5674740650139602,9.235384630125072e-15
KOG0147@euNOG_KOG3646@euNOG_MEME-15,0.5668185305459682,1.5884108881335208e-13
KOG2330@euNOG_KOG0155@euNOG_MEME-15,0.5668100015926103,5.582308807818286e-15
0IEV0@euNOG_0IGWZ@euNOG_MEME-14,0.5659488695365527,2.4659992794893137e-08
KOG3381@euNOG_KOG4049@euNOG_MEME-11,0.5656953426477196,9.58465949415949e-15
KOG0666@euNOG_KOG3046@euNOG_MEME-15,0.5653324966882113,4.630047438916219e-11
KOG0678@euNOG_KOG3380@euNOG_MEME-14,0.5642551837774171,2.154591684108667e-13
KOG2235@euNOG_KOG2607@euNOG_MEME-8,0.5636300996645974,2.493169326266073e-11
KOG2351@euNOG_KOG4780@euNOG_MEME-4,0.563380971565651,3.7741878334408354e-11
KOG2272@euNOG_KOG1226@euNOG_MEME-4,0.563241847975046,8.507881242932962e-07
KOG1554@euNOG_KOG1497@euNOG_MEME-15,0.5629471796677399,5.215736712488919e-15
KOG0505@euNOG_0IN7T@euNOG_MEME-13,0.5621354293589057,2.8868547463368007e-11
KOG2011@euNOG_0IR3P@euNOG_MEME-15,0.5620608384162633,1.3110935934989203e-12
KOG2458@euNOG_KOG4228@euNOG_MEME-2,0.5618626530118866,4.103432756860066e-15
KOG1950@euNOG_0IN7T@euNOG_MEME-11,0.5615141982039332,1.3930154765249114e-12
KOG2939@euNOG_KOG3065@euNOG_MEME-7,0.5614926836942868,3.814327968500495e-10
KOG0858@euNOG_KOG1792@euNOG_MEME-13,0.5614593680830906,4.3338302742546886e-15
KOG3833@euNOG_KOG0349@euNOG_MEME-11,0.5597134381014341,1.4030660424842354e-10
KOG1068@euNOG_KOG1004@euNOG_MEME-6,0.5594634087375774,1.7818108844449787e-14
KOG3302@euNOG_KOG0392@euNOG_MEME-5,0.559414231687655,8.361898973814504e-15
KOG3887@euNOG_KOG4107@euNOG_MEME-12,0.5583384716504668,5.12372758308885e-12
KOG1597@euNOG_KOG2393@euNOG_MEME-12,0.557653244227881,9.971409065990874e-13
KOG0817@euNOG_KOG0281@euNOG_MEME-9,0.5574548963287462,5.948350744431977e-14
KOG0549@euNOG_KOG3867@euNOG_MEME-6,0.557152496542793,1.862054296262977e-12
KOG3250@euNOG_KOG4414@euNOG_MEME-11,0.5564318830960744,1.1041694496986826e-11
KOG2111@euNOG_KOG4223@euNOG_MEME-14,0.5562612616213927,1.7697303681031185e-13
KOG2273@euNOG_KOG3735@euNOG_MEME-9,0.5545730864879802,2.344193286456939e-11
KOG2675@euNOG_KOG2652@euNOG_MEME-10,0.5543500779405799,2.851624046388368e-14
KOG0810@euNOG_KOG3065@euNOG_MEME-10,0.5541362827683408,3.531686165738421e-14
KOG0581@euNOG_KOG0193@euNOG_MEME-14,0.5538392196920799,3.66771628534886e-14
KOG3302@euNOG_KOG1659@euNOG_MEME-5,0.5536983257052384,1.7736236992817385e-14
KOG0505@euNOG_0IN7T@euNOG_MEME-12,0.5534288905965259,6.684869075425928e-11
KOG0521@euNOG_KOG4348@euNOG_MEME-15,0.5534257036208421,2.987126556769158e-10
KOG2330@euNOG_KOG0155@euNOG_MEME-10,0.5533316055695532,3.2485679133896426e-14
KOG1301@euNOG_KOG0946@euNOG_MEME-15,0.5531641685152608,3.996078044120167e-14
KOG1937@euNOG_0II5T@euNOG_MEME-11,0.5531561087119408,2.1958379636557428e-07
KOG3302@euNOG_KOG2593@euNOG_MEME-5,0.552577793154234,2.0518772615097552e-14
KOG2391@euNOG_KOG0665@euNOG_MEME-11,0.5525174860957929,1.5866789013525792e-13
KOG1614@euNOG_KOG4835@euNOG_MEME-5,0.5524776643962273,5.24619438930465e-14
KOG1864@euNOG_KOG2394@euNOG_MEME-4,0.5520524474738834,5.094459929966559e-13
KOG3302@euNOG_KOG3334@euNOG_MEME-5,0.5519636569365115,2.2219734512532784e-14
KOG0812@euNOG_KOG2678@euNOG_MEME-12,0.551253336124619,1.0633016615837949e-13
KOG3302@euNOG_0J8PK@euNOG_MEME-13,0.5509700084021918,2.5266812440390674e-14
0IGT0@euNOG_0IIXT@euNOG_MEME-4,0.5507149831110263,3.0683098287663e-07
KOG1105@euNOG_KOG0156@euNOG_MEME-10,0.5505303901612685,1.161977843544448e-13
KOG2684@euNOG_KOG3577@euNOG_MEME-15,0.5494506610805884,9.924588483766974e-13
KOG0829@euNOG_KOG3421@euNOG_MEME-1,0.5487954724560282,4.0103091371365245e-14
KOG2037@euNOG_0IP8G@euNOG_MEME-12,0.5487642838161041,4.153519261920191e-11
KOG0007@euNOG_KOG0155@euNOG_MEME-14,0.5487597088390446,6.959147204889558e-14
KOG0549@euNOG_KOG3867@euNOG_MEME-7,0.5486726407127174,4.670616564483741e-12
KOG0521@euNOG_KOG2272@euNOG_MEME-15,0.5485955027178427,4.5685307660256067e-10
KOG1105@euNOG_0IV4Z@euNOG_MEME-9,0.5481823381932669,1.5478872333489374e-13
KOG1654@euNOG_KOG3882@euNOG_MEME-7,0.5475932031510825,2.865640670545061e-13
KOG3833@euNOG_KOG0349@euNOG_MEME-15,0.5473139548566472,4.2562897512991083e-10
KOG3508@euNOG_KOG0200@euNOG_MEME-15,0.5466421665042273,2.4925549671521156e-08
KOG2865@euNOG_KOG1713@euNOG_MEME-10,0.5465676183534134,7.0051412525764964e-12
KOG2175@euNOG_KOG3175@euNOG_MEME-15,0.5456551454217969,3.012809828341791e-13
KOG2386@euNOG_KOG2724@euNOG_MEME-1,0.5450620116291905,2.8929211731267874e-11
KOG2386@euNOG_KOG2724@euNOG_MEME-6,0.5450620116291905,2.8929211731267874e-11
KOG2272@euNOG_KOG1226@euNOG_MEME-15,0.5449733377365951,2.23366509840517e-06
KOG2314@euNOG_KOG0122@euNOG_MEME-3,0.544813414254067,5.549786886808378e-14
KOG3528@euNOG_KOG0609@euNOG_MEME-14,0.543961138140183,1.7678732618909487e-05
KOG3174@euNOG_0IQSC@euNOG_MEME-14,0.5439566178677014,1.8859731710528265e-11
KOG1467@euNOG_KOG1462@euNOG_MEME-12,0.5436965023344023,4.543906145886326e-13
KOG2386@euNOG_KOG2724@euNOG_MEME-4,0.5430377152886086,3.535715422894047e-11
KOG4628@euNOG_KOG1928@euNOG_MEME-15,0.5429919841400006,4.179520287812582e-12
KOG2952@euNOG_KOG1693@euNOG_MEME-12,0.5425872004970365,8.773415168643022e-14
KOG1753@euNOG_KOG3421@euNOG_MEME-8,0.5425011406098398,8.868143394001035e-14
KOG2386@euNOG_KOG2724@euNOG_MEME-14,0.5424607691585699,3.7428906786970124e-11
KOG4521@euNOG_KOG4714@euNOG_MEME-14,0.542365913843691,2.6126642870338016e-13
KOG2164@euNOG_KOG2962@euNOG_MEME-8,0.5418637741350467,2.322990302463165e-12
KOG1937@euNOG_0IWIY@euNOG_MEME-9,0.5417333472523551,4.3346964223559904e-07
KOG0293@euNOG_KOG4562@euNOG_MEME-15,0.5408128670344899,6.304407906105714e-12
KOG0050@euNOG_KOG0316@euNOG_MEME-8,0.5400593809289314,1.2011923949465728e-13
KOG2267@euNOG_KOG1967@euNOG_MEME-14,0.5396882414407826,1.0555548600248454e-13
KOG1609@euNOG_KOG3643@euNOG_MEME-15,0.5394165634070709,6.015187357396865e-11
KOG3202@euNOG_KOG3882@euNOG_MEME-9,0.5394041183585373,7.076278065848692e-10
KOG3050@euNOG_0IE71@euNOG_MEME-15,0.5392812795465718,3.5984590018647134e-11
KOG2151@euNOG_KOG1565@euNOG_MEME-7,0.5388384037351928,1.918438088337881e-12
KOG0930@euNOG_KOG1226@euNOG_MEME-12,0.5387955987974283,4.3049558953600296e-07
KOG0424@euNOG_0IF9J@euNOG_MEME-11,0.5382185531816472,1.2667074161793513e-13
KOG1937@euNOG_0IHDB@euNOG_MEME-11,0.5379289185083109,5.406633402871199e-07
KOG1937@euNOG_0IWFF@euNOG_MEME-11,0.5379289185083109,5.406633402871199e-07
KOG3887@euNOG_KOG4107@euNOG_MEME-15,0.5372820400267857,4.38408509861707e-11
KOG1864@euNOG_KOG0308@euNOG_MEME-10,0.5368300837623923,2.8541078069247306e-12
