,correlation,pvalue
KOG1690@euNOG_KOG4651@euNOG_MEME-2,0.7116325603035831,4.047533894378622e-20
KOG0480@euNOG_KOG0526@euNOG_MEME-4,0.7114651826918208,6.480705666451172e-27
KOG3833@euNOG_KOG0349@euNOG_MEME-2,0.7113141539683456,1.5171361970674735e-18
KOG0829@euNOG_KOG3421@euNOG_MEME-1,0.7109667251078113,3.019395118926867e-26
KOG1241@euNOG_KOG3763@euNOG_MEME-1,0.710889929226461,8.917796219121479e-26
KOG2701@euNOG_0IWFF@euNOG_MEME-1,0.7108815151685565,1.5866980596103072e-11
KOG3833@euNOG_KOG0349@euNOG_MEME-4,0.7106547798175721,1.6854025669888946e-18
0IF68@euNOG_0IGHW@euNOG_MEME-2,0.71018927190558,1.69408958615968e-11
KOG0385@euNOG_KOG4762@euNOG_MEME-1,0.708917556958567,1.6830311922818325e-26
KOG1795@euNOG_KOG0113@euNOG_MEME-6,0.7087034756122289,1.769327410927203e-26
KOG0214@euNOG_KOG0352@euNOG_MEME-1,0.7083488436469574,1.9219330975327477e-26
KOG3188@euNOG_KOG2645@euNOG_MEME-1,0.7080806680403027,1.9639630160911998e-24
KOG0578@euNOG_KOG2070@euNOG_MEME-6,0.7073920689258514,1.1521277823462265e-17
KOG2131@euNOG_KOG4651@euNOG_MEME-1,0.7073465457483861,1.4087116873232393e-18
KOG1140@euNOG_KOG1044@euNOG_MEME-2,0.706529229989262,3.8788479772299006e-24
KOG0359@euNOG_KOG0300@euNOG_MEME-2,0.7059114162245929,4.7900627673260813e-26
KOG1140@euNOG_KOG1044@euNOG_MEME-6,0.7057960850868408,4.52863060233836e-24
KOG0103@euNOG_KOG0193@euNOG_MEME-5,0.7057218255945314,1.7631523659928662e-26
KOG4234@euNOG_KOG1141@euNOG_MEME-9,0.7054062914588861,2.250286072494331e-22
KOG2292@euNOG_KOG2754@euNOG_MEME-2,0.7050239879106325,1.1740890641749836e-25
KOG2175@euNOG_KOG3175@euNOG_MEME-1,0.704835588483731,2.7712480110910353e-24
KOG0145@euNOG_KOG0696@euNOG_MEME-8,0.7046843459023203,2.265193003995206e-15
KOG1581@euNOG_KOG3646@euNOG_MEME-5,0.7046624193274844,9.47465166501127e-20
KOG0959@euNOG_KOG0281@euNOG_MEME-1,0.7045590436234845,1.4706170649760547e-24
KOG1531@euNOG_KOG3126@euNOG_MEME-3,0.7041368811616163,1.6105119372502362e-24
KOG0360@euNOG_KOG0300@euNOG_MEME-10,0.7033188609603865,4.346240141080646e-26
KOG0841@euNOG_KOG0193@euNOG_MEME-5,0.7031033645140566,4.566627901789551e-26
KOG2220@euNOG_KOG0037@euNOG_MEME-5,0.7028048869058366,4.73200321946334e-23
KOG0505@euNOG_0IN7T@euNOG_MEME-10,0.7023012043064379,5.601586696896579e-19
KOG0505@euNOG_KOG1701@euNOG_MEME-3,0.7023012043064379,5.601586696896579e-19
KOG2150@euNOG_KOG1565@euNOG_MEME-10,0.7016080083642547,2.7664149843275416e-24
KOG3199@euNOG_KOG3922@euNOG_MEME-7,0.7015704846494852,1.766485367409814e-18
KOG2574@euNOG_KOG3002@euNOG_MEME-1,0.7014646231431545,3.6677498925462627e-25
KOG2150@euNOG_KOG1565@euNOG_MEME-4,0.7014393074376869,2.8674989900084016e-24
KOG2901@euNOG_KOG2692@euNOG_MEME-5,0.7013829416630577,3.820239891537809e-21
KOG2167@euNOG_KOG3656@euNOG_MEME-6,0.7012891853760332,3.8126713683347076e-25
KOG0521@euNOG_KOG4348@euNOG_MEME-9,0.7009173077070685,1.0850767608485648e-17
KOG2130@euNOG_KOG4676@euNOG_MEME-2,0.7006394283103382,1.5729238659975773e-21
KOG1474@euNOG_KOG1130@euNOG_MEME-9,0.6999235474006111,2.004193640293099e-24
KOG3291@euNOG_KOG0832@euNOG_MEME-8,0.6996757065239503,3.873244119149882e-25
KOG1105@euNOG_KOG3046@euNOG_MEME-3,0.6995246078068146,4.3016671183571985e-24
KOG1145@euNOG_KOG3523@euNOG_MEME-4,0.699226874712334,9.020290737133586e-24
KOG2381@euNOG_KOG3882@euNOG_MEME-4,0.6990066830040972,1.9899204685284381e-22
KOG0120@euNOG_KOG1588@euNOG_MEME-8,0.6986538501593473,7.245914296672987e-24
KOG1010@euNOG_KOG0656@euNOG_MEME-5,0.6982672421343749,1.3282452890872827e-15
KOG1198@euNOG_KOG1701@euNOG_MEME-10,0.6977361593114133,1.8199156375963713e-22
KOG2011@euNOG_0IR3P@euNOG_MEME-4,0.6970762485920019,5.975629388849777e-21
KOG0208@euNOG_KOG3733@euNOG_MEME-1,0.6960239812578781,2.761968063217629e-20
KOG1077@euNOG_KOG2057@euNOG_MEME-1,0.6952163701540006,7.587853592900846e-24
KOG0120@euNOG_KOG0115@euNOG_MEME-10,0.6949971494773338,1.5462892559662353e-23
KOG2103@euNOG_KOG3306@euNOG_MEME-6,0.6946847471742141,2.3625327267739243e-22
KOG0147@euNOG_KOG0977@euNOG_MEME-1,0.6946732807719552,6.427800718693648e-22
KOG0279@euNOG_KOG2945@euNOG_MEME-3,0.6944839619145763,2.339063021171687e-24
KOG3083@euNOG_KOG0193@euNOG_MEME-7,0.6941468593761221,9.479964037952509e-24
KOG1362@euNOG_KOG3882@euNOG_MEME-3,0.6941082193916869,7.002452614901639e-23
KOG0275@euNOG_KOG2498@euNOG_MEME-1,0.6939261878363818,3.897065973888323e-21
KOG2001@euNOG_0IY2Y@euNOG_MEME-10,0.693869587318262,3.7831271093170486e-23
KOG0985@euNOG_KOG0251@euNOG_MEME-6,0.6931954660461519,8.201954690003505e-25
KOG1937@euNOG_0IZVK@euNOG_MEME-3,0.6931263939275774,3.963460875120548e-12
KOG0424@euNOG_KOG3002@euNOG_MEME-2,0.6920532622870558,1.4604157737187232e-24
KOG0316@euNOG_0IGQ1@euNOG_MEME-2,0.6916807139175548,2.1883978335573325e-21
KOG0810@euNOG_KOG4235@euNOG_MEME-1,0.6911073296249524,6.639704701305136e-24
KOG1795@euNOG_KOG0670@euNOG_MEME-10,0.6908193925432221,9.890076310926437e-25
KOG3763@euNOG_KOG0112@euNOG_MEME-2,0.6896730669434351,1.0795777973602419e-13
KOG1549@euNOG_KOG4154@euNOG_MEME-2,0.6895492802209351,2.4966650135077997e-24
KOG0810@euNOG_KOG0860@euNOG_MEME-1,0.6892018551490585,9.875084042318944e-24
KOG1867@euNOG_KOG4194@euNOG_MEME-2,0.6891261029230056,1.3537746378522218e-22
KOG0202@euNOG_KOG1141@euNOG_MEME-9,0.688589364690288,3.0620589535595947e-24
KOG1954@euNOG_0IJKK@euNOG_MEME-4,0.6879992810786855,1.070697120538981e-18
KOG0985@euNOG_0IRVA@euNOG_MEME-1,0.6879746024827877,2.523858276572949e-24
KOG2638@euNOG_KOG1130@euNOG_MEME-3,0.6879393843546902,4.361601563715853e-21
KOG0424@euNOG_0IF9J@euNOG_MEME-2,0.6871775425311809,4.128389676262444e-24
KOG1609@euNOG_KOG3643@euNOG_MEME-5,0.6870208105147869,4.749462018236522e-19
KOG0304@euNOG_KOG1565@euNOG_MEME-10,0.6861944436276123,2.6707810332588665e-24
KOG1999@euNOG_KOG0834@euNOG_MEME-3,0.6860054587314688,1.0042516807579826e-23
KOG4203@euNOG_KOG0977@euNOG_MEME-6,0.6859223062210633,3.689980996490654e-23
KOG3148@euNOG_KOG3892@euNOG_MEME-1,0.6859156375645504,4.727608187509065e-15
KOG2292@euNOG_KOG2754@euNOG_MEME-7,0.6857350704745973,7.707157345296633e-24
KOG0145@euNOG_KOG0696@euNOG_MEME-3,0.685302776190753,2.5595864787706647e-14
KOG4521@euNOG_KOG2271@euNOG_MEME-4,0.6851601597031489,5.927440670548466e-23
KOG1937@euNOG_0II5T@euNOG_MEME-3,0.6846075440225956,9.164488936772823e-12
KOG4204@euNOG_KOG3001@euNOG_MEME-3,0.684139716511093,9.318371521835387e-22
KOG3063@euNOG_0IEJH@euNOG_MEME-1,0.6838661827980991,1.5622913421414932e-23
KOG1795@euNOG_KOG0113@euNOG_MEME-5,0.6837917921344051,4.442453552502503e-24
KOG1078@euNOG_KOG3827@euNOG_MEME-4,0.6837408067077063,6.1722656846724424e-24
KOG0851@euNOG_KOG4017@euNOG_MEME-5,0.6835013669386854,1.6839413202948996e-23
KOG0670@euNOG_KOG3756@euNOG_MEME-5,0.6834301767001325,5.640527038363527e-22
KOG0358@euNOG_KOG1354@euNOG_MEME-3,0.6830122094175362,3.811787029606288e-24
KOG2314@euNOG_KOG0122@euNOG_MEME-4,0.6829953384055164,9.905991542260613e-24
KOG1079@euNOG_KOG2350@euNOG_MEME-4,0.6829374661780386,2.0650545114070764e-16
0IFWY@euNOG_0IN7T@euNOG_MEME-3,0.6826273607440325,2.336741186179584e-21
0IRVA@euNOG_KOG0067@euNOG_MEME-6,0.682439738819443,4.623655968744407e-13
KOG4203@euNOG_KOG0281@euNOG_MEME-6,0.6823691645046105,7.530808716054912e-23
KOG2167@euNOG_KOG2558@euNOG_MEME-10,0.6823371138724966,2.13764947249741e-23
KOG2564@euNOG_KOG3175@euNOG_MEME-3,0.6822104019109912,1.839533667053691e-21
KOG2292@euNOG_KOG2754@euNOG_MEME-3,0.6820960984424088,1.637041559803461e-23
KOG1937@euNOG_0IHDB@euNOG_MEME-2,0.6816884261987998,1.2134990193441927e-11
KOG1726@euNOG_KOG1306@euNOG_MEME-3,0.6815135260116035,9.736895643095299e-17
KOG0810@euNOG_KOG4235@euNOG_MEME-3,0.6805170100247251,5.804492834366516e-23
KOG1992@euNOG_KOG2350@euNOG_MEME-8,0.6800733415337841,2.4767209714429748e-23
KOG0495@euNOG_KOG2136@euNOG_MEME-2,0.6800352805673929,1.6373544463518198e-22
KOG1190@euNOG_KOG0115@euNOG_MEME-4,0.6796261896779192,4.047972084217089e-15
KOG0284@euNOG_KOG2660@euNOG_MEME-2,0.6787499080210049,6.047894845335094e-23
KOG2479@euNOG_KOG0122@euNOG_MEME-3,0.6785576134990194,1.172205508425546e-22
KOG2167@euNOG_KOG3656@euNOG_MEME-4,0.6784329336711261,4.719545125558949e-23
KOG3148@euNOG_KOG3892@euNOG_MEME-9,0.6776452139970671,1.329135590172863e-14
KOG0686@euNOG_KOG4414@euNOG_MEME-3,0.6764486396631534,4.0485030077388073e-19
KOG2584@euNOG_0II16@euNOG_MEME-7,0.6762517015654624,2.0468518453043935e-16
KOG1273@euNOG_0IF2R@euNOG_MEME-1,0.6762459168580328,1.2600598810332562e-17
KOG3414@euNOG_0IGQ1@euNOG_MEME-5,0.6761672827378732,3.4778239160960406e-22
KOG1897@euNOG_0IRVA@euNOG_MEME-9,0.6754030241315839,5.483027032517752e-22
KOG0697@euNOG_KOG4651@euNOG_MEME-3,0.6751356017927662,2.713689151269842e-19
KOG2381@euNOG_KOG3882@euNOG_MEME-5,0.6749264278518667,1.7645588046628234e-20
KOG1690@euNOG_KOG4651@euNOG_MEME-10,0.6748914801694161,1.5450916027078837e-17
KOG0202@euNOG_KOG3882@euNOG_MEME-5,0.6741360742101569,6.03308732861802e-23
KOG1937@euNOG_0II5T@euNOG_MEME-10,0.6731182795698925,2.716782636664297e-11
KOG1937@euNOG_0IZVK@euNOG_MEME-9,0.6727357226826542,2.814548047988694e-11
KOG2817@euNOG_KOG1293@euNOG_MEME-2,0.6723185531452555,3.1905089319466155e-19
KOG3758@euNOG_0IF6E@euNOG_MEME-3,0.6722194530805573,1.4855579643399681e-18
KOG1241@euNOG_KOG2196@euNOG_MEME-1,0.6720982015285081,3.0517481248773697e-22
KOG3092@euNOG_KOG2350@euNOG_MEME-5,0.6720896345037296,6.70066758270462e-23
KOG4508@euNOG_KOG1565@euNOG_MEME-4,0.6718770727102216,1.5050100199137463e-16
KOG2116@euNOG_KOG0281@euNOG_MEME-4,0.671872565864428,1.9683960475589466e-21
KOG1874@euNOG_KOG3215@euNOG_MEME-7,0.6717261728685009,2.597744348647438e-19
KOG0166@euNOG_KOG2724@euNOG_MEME-9,0.6705538382174849,3.682862784371628e-23
KOG0697@euNOG_KOG4651@euNOG_MEME-7,0.6702578662976234,6.064590085122315e-19
KOG1324@euNOG_KOG1935@euNOG_MEME-2,0.6697969638251021,1.5852017393786028e-21
KOG1839@euNOG_KOG0300@euNOG_MEME-9,0.6695826123873463,1.2364566186041433e-18
KOG0891@euNOG_0J2Z0@euNOG_MEME-5,0.6695090919789097,3.7239501626177155e-22
KOG2225@euNOG_KOG3922@euNOG_MEME-5,0.6692133596717773,4.9851096245630405e-14
KOG1497@euNOG_KOG0792@euNOG_MEME-2,0.6685389238164632,3.2637540656078753e-19
KOG2968@euNOG_KOG3882@euNOG_MEME-5,0.6680434501453111,6.982875072155022e-15
KOG2764@euNOG_KOG0115@euNOG_MEME-4,0.6677896649292601,5.64457299154344e-21
KOG1079@euNOG_KOG2350@euNOG_MEME-8,0.6677212192994093,1.6242648679591778e-15
KOG3050@euNOG_0IE71@euNOG_MEME-3,0.6671558811079834,4.4574106333372986e-18
KOG3302@euNOG_KOG0871@euNOG_MEME-9,0.6669765055661263,2.4832943808921187e-22
KOG0666@euNOG_KOG3046@euNOG_MEME-4,0.6668514156425474,4.09292735771558e-16
KOG1795@euNOG_KOG0113@euNOG_MEME-2,0.6668285495214709,1.410823885825611e-22
KOG2220@euNOG_KOG4348@euNOG_MEME-2,0.6665280318620246,4.2200884365033753e-20
KOG1897@euNOG_0IRVA@euNOG_MEME-5,0.6663365156117907,3.0179441684361062e-21
KOG2939@euNOG_KOG3065@euNOG_MEME-5,0.6663215141948193,6.430274839782901e-15
KOG2111@euNOG_KOG3780@euNOG_MEME-3,0.6662459863700723,1.819708194946641e-20
KOG0243@euNOG_KOG4049@euNOG_MEME-2,0.6662031930616262,4.799498108140169e-19
KOG2056@euNOG_KOG3780@euNOG_MEME-6,0.6660660670453961,1.8787619971065718e-20
KOG3894@euNOG_KOG2678@euNOG_MEME-7,0.6659598009001283,1.3244638554830104e-13
KOG0521@euNOG_KOG2272@euNOG_MEME-10,0.6659123395637435,1.529212112235909e-15
KOG0147@euNOG_KOG4651@euNOG_MEME-10,0.66588785046729,1.147776158542476e-19
KOG1464@euNOG_KOG2284@euNOG_MEME-6,0.6658316841117776,2.6337903532012626e-20
KOG0841@euNOG_KOG1226@euNOG_MEME-10,0.6655377579603732,1.3532621646814338e-22
KOG2834@euNOG_KOG1456@euNOG_MEME-6,0.6652480785163082,3.922149268038931e-20
KOG2939@euNOG_KOG3065@euNOG_MEME-6,0.6652421783901139,7.365527897955694e-15
KOG0841@euNOG_KOG1456@euNOG_MEME-4,0.6652369041633427,1.4360152247552618e-22
KOG1309@euNOG_KOG2452@euNOG_MEME-5,0.6651413995422357,1.647084223901362e-20
KOG0396@euNOG_KOG1293@euNOG_MEME-1,0.6640848023944171,1.2233118670766522e-18
KOG1875@euNOG_KOG1883@euNOG_MEME-1,0.6630832174054841,5.356135864746798e-15
KOG1897@euNOG_KOG2558@euNOG_MEME-2,0.6628317605392999,5.7430260323139024e-21
KOG0169@euNOG_KOG0149@euNOG_MEME-1,0.6625791340321114,6.471580478503861e-19
KOG0412@euNOG_KOG2685@euNOG_MEME-5,0.6623742671488346,4.822105595638973e-20
KOG1897@euNOG_KOG2558@euNOG_MEME-3,0.6617560370949246,6.984832408251336e-21
KOG1831@euNOG_KOG1565@euNOG_MEME-6,0.6615366591112815,3.963364894074354e-22
KOG3155@euNOG_KOG3380@euNOG_MEME-3,0.6614950926316517,1.9060844467189124e-17
